cycle,cell,psi,residual,resnorm
16,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
16,19,0.2672746396847067,0,2.180795226942272e-16
17,0,0.8742722230710215,0,2.180795226942272e-16
17,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
17,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
17,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
17,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
17,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
17,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
17,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
17,8,0.8663254082861428,0,2.180795226942272e-16
17,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
17,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
17,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
17,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
17,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
17,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
17,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
17,16,0.7327253603152933,0,2.180795226942272e-16
17,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
17,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
17,19,0.2672746396847067,0,2.180795226942272e-16
18,0,0.8742722230710215,0,2.180795226942272e-16
18,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
18,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
18,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
18,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
18,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
18,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
18,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
18,8,0.8663254082861428,0,2.180795226942272e-16
18,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
18,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
18,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
18,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
18,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
18,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
18,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
18,16,0.7327253603152933,0,2.180795226942272e-16
18,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
18,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
18,19,0.2672746396847067,0,2.180795226942272e-16
19,0,0.8742722230710215,0,2.180795226942272e-16
19,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
19,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
19,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
19,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
19,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
19,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
19,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
19,8,0.8663254082861428,0,2.180795226942272e-16
19,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
19,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
19,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
19,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
19,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
19,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
19,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
19,16,0.7327253603152933,0,2.180795226942272e-16
19,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
19,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
19,19,0.2672746396847067,0,2.180795226942272e-16
20,0,0.8742722230710215,0,2.180795226942272e-16
20,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
20,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
20,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
20,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
20,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
20,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
20,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
20,8,0.8663254082861428,0,2.180795226942272e-16
20,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
20,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
20,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
20,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
20,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
20,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
20,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
20,16,0.7327253603152933,0,2.180795226942272e-16
20,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
20,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
20,19,0.2672746396847067,0,2.180795226942272e-16
21,0,0.8742722230710215,0,2.180795226942272e-16
21,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
