solver,step,grid,cell,x,r
brae,20,0,8,-7.843825375732e-03,-1.667332303197e-02
brae,20,0,9,1.770558492361e-02,8.657273974458e-02
brae,20,0,10,3.211758432053e-02,9.271893001814e-02
brae,20,0,11,-1.776981755149e-02,-2.605898430266e-02
brae,20,0,12,-1.035203345869e-02,-1.605874427891e-02
brae,20,0,13,2.090001903587e-02,6.255335330923e-02
brae,20,0,14,2.854992029766e-02,7.374369770017e-02
brae,20,0,15,-1.805906796907e-02,-2.841805000538e-02
brae,20,0,16,-1.617489611569e-02,-2.886451512143e-02
brae,20,0,17,5.749862510785e-03,2.214769307386e-02
brae,20,0,18,1.023524201519e-02,3.046951753723e-02
brae,20,0,19,-1.662431779020e-02,-3.276030263918e-02
brae,21,1,0,0.000000000000e+00,5.363630615364e-02
brae,21,1,1,0.000000000000e+00,7.043552258227e-02
brae,21,1,2,0.000000000000e+00,6.743414000660e-02
brae,21,1,3,0.000000000000e+00,8.376049776890e-02
brae,21,1,4,0.000000000000e+00,6.989941671261e-02
brae,21,1,5,0.000000000000e+00,6.665994571548e-02
brae,21,1,6,0.000000000000e+00,4.649460903032e-02
brae,21,1,7,0.000000000000e+00,4.532564769480e-02
brae,21,1,8,0.000000000000e+00,-6.716822047578e-03
brae,21,1,9,0.000000000000e+00,-2.290785101950e-03
brae,22,1,0,8.581808984583e-03,3.741046255969e-02
brae,22,1,1,1.126968361316e-02,4.181417013393e-02
brae,22,1,2,7.706758857897e-03,5.620008382124e-02
brae,22,1,3,9.572628316446e-03,6.223478465868e-02
brae,22,1,4,7.988504767155e-03,4.763901977559e-02
brae,22,1,5,7.618279510340e-03,5.082589858767e-02
brae,22,1,6,5.313669603465e-03,2.926190366529e-02
brae,22,1,7,5.180074022262e-03,2.920810747831e-02
brae,22,1,8,-5.970508486736e-04,9.080349455019e-03
brae,22,1,9,-2.036253423956e-04,9.304940175461e-03
brae,23,1,0,8.581808984583e-03,3.741046255969e-02
brae,23,1,1,1.126968361316e-02,4.181417013393e-02
brae,23,1,2,7.706758857897e-03,5.620008382124e-02
brae,23,1,3,9.572628316446e-03,6.223478465868e-02
brae,23,1,4,7.988504767155e-03,4.763901977559e-02
brae,23,1,5,7.618279510340e-03,5.082589858767e-02
brae,23,1,6,5.313669603465e-03,2.926190366529e-02
brae,23,1,7,5.180074022262e-03,2.920810747831e-02
brae,23,1,8,-5.970508486736e-04,9.080349455019e-03
brae,23,1,9,-2.036253423956e-04,9.304940175461e-03
brae,24,2,0,0.000000000000e+00,9.361054638093e-02
brae,24,2,1,0.000000000000e+00,1.040489547926e-01
brae,24,2,2,0.000000000000e+00,7.690092344088e-02
brae,24,2,3,0.000000000000e+00,8.003400606598e-02
brae,24,2,4,0.000000000000e+00,1.838528963048e-02
brae,25,2,0,9.361054638093e-03,5.183604798525e-02
brae,25,2,1,1.040489547926e-02,5.233734120527e-02
brae,25,2,2,6.152073875270e-03,4.874626389797e-02
brae,25,2,3,6.402720485278e-03,5.095926888531e-02
brae,25,2,4,9.192644815240e-04,2.878664664719e-02
brae,26,2,0,9.361054638093e-03,5.183604798525e-02
brae,26,2,1,1.040489547926e-02,5.233734120527e-02
brae,26,2,2,6.152073875270e-03,4.874626389797e-02
brae,26,2,3,6.402720485278e-03,5.095926888531e-02
brae,26,2,4,9.192644815240e-04,2.878664664719e-02
brae,27,3,0,0.000000000000e+00,1.041733891905e-01
brae,27,3,1,0.000000000000e+00,1.284921794305e-01
brae,28,3,0,1.108136050843e-02,0.000000000000e+00
brae,28,3,1,7.200734227675e-03,0.000000000000e+00
brae,29,2,0,2.044241514653e-02,-2.506466100084e-04
brae,29,2,1,2.148625598770e-02,2.506466100084e-04
brae,29,2,2,1.335280810295e-02,2.770457954878e-02
brae,29,2,3,1.360345471295e-02,2.991758453613e-02
brae,29,2,4,8.119998709199e-03,-5.762216408491e-02
brae,30,2,0,2.041735048553e-02,4.432732727805e-03
brae,30,2,1,2.151132064870e-02,4.786813525780e-03
brae,30,2,2,1.556917446685e-02,4.515383705044e-03
brae,30,2,3,1.599686147584e-02,4.704162548541e-03
brae,30,2,4,5.238890504954e-03,-2.304886563396e-03
brae,31,1,0,2.899915947011e-02,-2.330268248197e-03
brae,31,1,1,3.278100426186e-02,-2.302441326634e-03
brae,31,1,2,2.812410934342e-02,6.763000976002e-03
brae,31,1,3,3.108394896514e-02,7.089254852414e-03
brae,31,1,4,2.355767923400e-02,2.662470988824e-02
brae,31,1,5,2.361514098618e-02,2.943340697269e-02
brae,31,1,6,2.088284407031e-02,-2.210932618320e-02
brae,31,1,7,2.117693549811e-02,-2.472924442415e-02
brae,31,1,8,4.641839656280e-03,-1.692425650915e-03
brae,31,1,9,5.035265162558e-03,-6.124609124812e-04
brae,32,1,0,2.862631655040e-02,7.113845326139e-04
brae,32,1,1,3.241261364960e-02,7.870699240850e-04
brae,32,1,2,2.889702374068e-02,7.502762884795e-03
brae,32,1,3,3.189414951970e-02,8.181620022689e-03
brae,32,1,4,2.660050322123e-02,5.181028441454e-03
brae,32,1,5,2.697895892592e-02,4.897507765369e-03
brae,32,1,6,1.835606393509e-02,-1.463292296218e-03
brae,32,1,7,1.835073613535e-02,-8.538750805771e-04
brae,32,1,8,4.491401820643e-03,-5.446486370627e-03
brae,32,1,9,4.980824192560e-03,-5.925328743653e-03
brae,33,0,0,1.876862912348e-02,-6.113434118869e-02
brae,33,0,1,4.855368147638e-02,6.184572572130e-02
brae,33,0,2,6.142012197355e-02,6.226118735583e-02
brae,33,0,3,2.517990803775e-02,-6.147411743174e-02
brae,33,0,4,1.467493096345e-02,-7.214702712498e-02
brae,33,0,5,5.259040058098e-02,7.964979000978e-02
brae,33,0,6,6.400980754753e-02,9.163504655494e-02
brae,33,0,7,1.398892080495e-02,-8.345342653225e-02
brae,33,0,8,1.875667784550e-02,-7.582224824113e-02
brae,33,0,9,4.430608814484e-02,8.100327668258e-02
brae,33,0,10,5.909654324645e-02,8.862744211666e-02
brae,33,0,11,9.209141374428e-03,-8.372993435129e-02
brae,33,0,12,8.004030476399e-03,-5.839109497740e-02
brae,33,0,13,3.925608297096e-02,5.692780268118e-02
brae,33,0,14,4.690065643300e-02,6.900733634771e-02
brae,33,0,15,2.916681662721e-04,-6.986121142828e-02
brae,33,0,16,-1.168349429504e-02,-3.296546028956e-02
brae,33,0,17,1.024126433143e-02,2.751897391893e-02
brae,33,0,18,1.521606620775e-02,3.338835872298e-02
brae,33,0,19,-1.164349359764e-02,-3.931368746664e-02
brae,34,0,0,6.541760885740e-03,-7.278199052055e-03
brae,34,0,1,6.504587500206e-02,3.267521820337e-02
brae,34,0,2,7.802310526844e-02,3.497661682149e-02
brae,34,0,3,1.288508455140e-02,-9.044388436622e-03
brae,34,0,4,3.131406623454e-03,-2.285787537936e-02
brae,34,0,5,6.852035858294e-02,5.540629183514e-02
brae,34,0,6,8.233681685852e-02,5.523289078600e-02
brae,34,0,7,6.363725597904e-04,-2.405528897802e-02
brae,34,0,8,6.625118126919e-03,-1.984989384809e-02
brae,34,0,9,6.050674348136e-02,4.911010257946e-02
brae,34,0,10,7.682203166978e-02,5.265783084417e-02
brae,34,0,11,-4.187648121778e-03,-2.355084052061e-02
brae,34,0,12,-1.338544719985e-03,-1.681961288310e-02
brae,34,0,13,5.064164350719e-02,3.644814377294e-02
brae,34,0,14,6.070212370254e-02,3.707685979626e-02
brae,34,0,15,-1.088612566225e-02,-1.880938950787e-02
brae,34,0,16,-1.607888900032e-02,-1.153263142727e-02
brae,34,0,17,1.464430015846e-02,1.783609801043e-02
brae,34,0,18,2.055820360343e-02,1.964034984562e-02
brae,34,0,19,-1.688531859319e-02,-1.369839392618e-02
brae,35,0,0,8.733073102413e-01,-6.541184215096e-03
brae,35,0,1,6.141897271749e-01,1.022006715690e-02
brae,35,0,2,3.693122677128e-01,-4.677708643915e-03
brae,35,0,3,1.204240665079e-01,5.568844464207e-03
brae,35,0,4,8.724983295751e-01,-9.260787225065e-03
brae,35,0,5,6.101696707275e-01,2.180358090353e-02
brae,35,0,6,3.686453008116e-01,-1.311968641759e-03
brae,35,0,7,1.179528427832e-01,2.334186189986e-02
brae,35,0,8,8.697538796815e-01,-2.621488056613e-02
brae,35,0,9,6.071489062520e-01,2.826482861787e-02
brae,35,0,10,3.758344533811e-01,-5.317561204567e-03
brae,35,0,11,1.240367084963e-01,2.366638167503e-02
brae,35,0,12,8.429072820143e-01,-1.300265959846e-02
brae,35,0,13,6.011024498356e-01,-7.076230861947e-05
brae,35,0,14,3.981893367601e-01,-1.984507161098e-02
brae,35,0,15,1.500626279920e-01,3.201301852190e-02
brae,35,0,16,7.306774209561e-01,1.493626828531e-02
brae,35,0,17,5.560935120076e-01,-2.774945025548e-03
brae,35,0,18,4.459127442206e-01,-1.518075910952e-02
brae,35,0,19,2.601001132257e-01,3.537469285841e-02
brae,36,0,0,8.733073102413e-01,-6.541184215096e-03
brae,36,0,1,6.141897271749e-01,1.022006715690e-02
brae,36,0,2,3.693122677128e-01,-4.677708643915e-03
brae,36,0,3,1.204240665079e-01,5.568844464207e-03
brae,36,0,4,8.724983295751e-01,-9.260787225065e-03
brae,36,0,5,6.101696707275e-01,2.180358090353e-02
brae,36,0,6,3.686453008116e-01,-1.311968641759e-03
brae,36,0,7,1.179528427832e-01,2.334186189986e-02
brae,36,0,8,8.697538796815e-01,-2.621488056613e-02
brae,36,0,9,6.071489062520e-01,2.826482861787e-02
brae,36,0,10,3.758344533811e-01,-5.317561204567e-03
brae,36,0,11,1.240367084963e-01,2.366638167503e-02
brae,36,0,12,8.429072820143e-01,-1.300265959846e-02
brae,36,0,13,6.011024498356e-01,-7.076230861947e-05
brae,36,0,14,3.981893367601e-01,-1.984507161098e-02
brae,36,0,15,1.500626279920e-01,3.201301852190e-02
brae,36,0,16,7.306774209561e-01,1.493626828531e-02
brae,36,0,17,5.560935120076e-01,-2.774945025548e-03
brae,36,0,18,4.459127442206e-01,-1.518075910952e-02
brae,36,0,19,2.601001132257e-01,3.537469285841e-02
brae,37,0,0,-1.308236843019e-03,-6.461155718991e-05
brae,37,0,1,2.725351241840e-03,3.849103797356e-03
brae,37,0,2,-1.247388971711e-03,2.641184677546e-03
brae,37,0,3,1.113768892841e-03,3.601077825109e-03
brae,37,0,4,-1.481725956010e-03,-2.994058997908e-03
brae,37,0,5,4.360716180706e-03,1.099491346176e-02
brae,37,0,6,-2.623937283518e-04,5.522119143708e-03
brae,37,0,7,3.734697903978e-03,9.306368612467e-03
brae,37,0,8,-4.194380890581e-03,-3.152161881416e-03
brae,37,0,9,5.652965723574e-03,4.741636311062e-03
brae,37,0,10,-1.063512240913e-03,4.144666500117e-03
brae,37,0,11,3.786621068004e-03,1.252654496157e-02
brae,37,0,12,-2.080425535754e-03,-4.817562833956e-03
brae,37,0,13,-1.415246172389e-05,-8.546178001879e-04
brae,37,0,14,-3.969014322197e-03,-2.353517518854e-03
brae,37,0,15,5.122082963504e-03,1.093683616464e-02
brae,37,0,16,1.991502438042e-03,4.628369172211e-04
brae,37,0,17,-4.439912040876e-04,-1.006560486316e-03
brae,37,0,18,-2.428921457524e-03,-2.732531633735e-03
brae,37,0,19,4.716625714455e-03,9.768100077662e-03
brae,38,0,0,-1.308236843019e-03,-6.461155718991e-05
brae,38,0,1,2.725351241840e-03,3.849103797356e-03
brae,38,0,2,-1.247388971711e-03,2.641184677546e-03
brae,38,0,3,1.113768892841e-03,3.601077825109e-03
brae,38,0,4,-1.481725956010e-03,-2.994058997908e-03
brae,38,0,5,4.360716180706e-03,1.099491346176e-02
brae,38,0,6,-2.623937283518e-04,5.522119143708e-03
brae,38,0,7,3.734697903978e-03,9.306368612467e-03
brae,38,0,8,-4.194380890581e-03,-3.152161881416e-03
brae,38,0,9,5.652965723574e-03,4.741636311062e-03
brae,38,0,10,-1.063512240913e-03,4.144666500117e-03
brae,38,0,11,3.786621068004e-03,1.252654496157e-02
brae,38,0,12,-2.080425535754e-03,-4.817562833956e-03
brae,38,0,13,-1.415246172389e-05,-8.546178001879e-04
brae,38,0,14,-3.969014322197e-03,-2.353517518854e-03
brae,38,0,15,5.122082963504e-03,1.093683616464e-02
brae,38,0,16,1.991502438042e-03,4.628369172211e-04
brae,38,0,17,-4.439912040876e-04,-1.006560486316e-03
brae,38,0,18,-2.428921457524e-03,-2.732531633735e-03
brae,38,0,19,4.716625714455e-03,9.768100077662e-03
brae,39,1,0,0.000000000000e+00,3.784492240166e-03
brae,39,1,1,0.000000000000e+00,6.242262502655e-03
brae,39,1,2,0.000000000000e+00,8.000854463850e-03
brae,39,1,3,0.000000000000e+00,1.482848775617e-02
brae,39,1,4,0.000000000000e+00,1.589474429645e-03
brae,39,1,5,0.000000000000e+00,1.667121146169e-02
brae,39,1,6,0.000000000000e+00,-5.672180634144e-03
brae,39,1,7,0.000000000000e+00,8.583318645788e-03
brae,39,1,8,0.000000000000e+00,-5.437235690946e-04
brae,39,1,9,0.000000000000e+00,7.035568443928e-03
brae,40,1,0,6.055187584265e-04,3.584427183052e-03
brae,40,1,1,9.987620004248e-04,5.243339888940e-03
brae,40,1,2,9.143833672972e-04,4.869201165676e-03
brae,40,1,3,1.694684314991e-03,9.688167539197e-03
brae,40,1,4,1.816542205309e-04,2.755444499769e-03
brae,40,1,5,1.905281309908e-03,8.867166547603e-03
brae,40,1,6,-6.482492153307e-04,1.131610487698e-04
brae,40,1,7,9.809507023758e-04,6.129744857007e-03
brae,40,1,8,-4.833098391952e-05,-7.798592827979e-04
brae,40,1,9,6.253838616825e-04,3.320684109618e-03
brae,41,1,0,6.055187584265e-04,3.584427183052e-03
brae,41,1,1,9.987620004248e-04,5.243339888940e-03
brae,41,1,2,9.143833672972e-04,4.869201165676e-03
brae,41,1,3,1.694684314991e-03,9.688167539197e-03
brae,41,1,4,1.816542205309e-04,2.755444499769e-03
brae,41,1,5,1.905281309908e-03,8.867166547603e-03
brae,41,1,6,-6.482492153307e-04,1.131610487698e-04
brae,41,1,7,9.809507023758e-04,6.129744857007e-03
brae,41,1,8,-4.833098391952e-05,-7.798592827979e-04
brae,41,1,9,6.253838616825e-04,3.320684109618e-03
brae,42,2,0,0.000000000000e+00,8.453628348729e-03
brae,42,2,1,0.000000000000e+00,1.493150742814e-02
brae,42,2,2,0.000000000000e+00,2.868605548539e-03
brae,42,2,3,0.000000000000e+00,1.499691140461e-02
brae,42,2,4,0.000000000000e+00,2.540824826820e-03
brae,43,2,0,8.453628348729e-04,5.136004043139e-03
brae,43,2,1,1.493150742814e-03,7.076532980111e-03
brae,43,2,2,2.294884438831e-04,4.918035086873e-03
brae,43,2,3,1.199752912369e-03,6.698743136998e-03
brae,43,2,4,1.270412413410e-04,3.366647677868e-03
brae,44,2,0,8.453628348729e-04,5.136004043139e-03
brae,44,2,1,1.493150742814e-03,7.076532980111e-03
brae,44,2,2,2.294884438831e-04,4.918035086873e-03
brae,44,2,3,1.199752912369e-03,6.698743136998e-03
brae,44,2,4,1.270412413410e-04,3.366647677868e-03
brae,45,3,0,0.000000000000e+00,1.221253702325e-02
brae,45,3,1,0.000000000000e+00,1.498342590174e-02
brae,46,3,0,1.297921294724e-03,-1.734723475977e-18
brae,46,3,1,8.406296283598e-04,0.000000000000e+00
brae,47,2,0,2.143284129597e-03,-9.702644684857e-04
brae,47,2,1,2.791072037538e-03,9.702644684857e-04
brae,47,2,2,1.070118072243e-03,2.470099906163e-03
brae,47,2,3,2.040382540729e-03,4.250807956287e-03
brae,47,2,4,9.676708697008e-04,-6.720907862450e-03
brae,48,2,0,2.046257682748e-03,3.952159849860e-04
brae,48,2,1,2.888098484386e-03,6.801292730059e-04
brae,48,2,2,1.267726064736e-03,3.080055742964e-04
brae,48,2,3,2.380447177232e-03,7.673396836956e-04
brae,48,2,4,6.316254765783e-04,-2.688363144980e-04
brae,49,1,0,2.651776441175e-03,3.337526191935e-04
brae,49,1,1,3.886860484811e-03,-1.374697881470e-03
brae,49,1,2,2.960641050046e-03,6.146336579251e-05
brae,49,1,3,4.582782799378e-03,2.054827154476e-03
brae,49,1,4,1.449380285267e-03,2.889776718818e-03
brae,49,1,5,4.285728487139e-03,4.008853694954e-03
brae,49,1,6,6.194768494052e-04,-2.581771144522e-03
brae,49,1,7,3.361397879607e-03,-3.241514011259e-03
brae,49,1,8,5.832944926588e-04,-3.297410965952e-03
brae,49,1,9,1.257009338261e-03,3.028574651454e-03
brae,50,1,0,2.705176860246e-03,-1.391523678726e-04
brae,50,1,1,3.666908823776e-03,2.481356209429e-04
brae,50,1,2,2.967665434708e-03,1.014451293256e-03
brae,50,1,3,4.817620188461e-03,8.943959094762e-04
brae,50,1,4,1.779640481703e-03,4.600397023345e-04
brae,50,1,5,4.743883195134e-03,8.607882253056e-04
brae,50,1,6,3.244172900313e-04,-8.124989741226e-04
brae,50,1,7,2.990939135464e-03,5.113603257336e-04
brae,50,1,8,2.901912956852e-04,-9.803946762535e-04
brae,50,1,9,1.526215973946e-03,-4.283057549703e-04
brae,51,0,0,1.396940017227e-03,-5.212476703220e-03
brae,51,0,1,5.430528102086e-03,5.073324335347e-03
brae,51,0,2,2.419519852065e-03,2.830164078701e-03
brae,51,0,3,4.780677716617e-03,-2.582028457758e-03
brae,51,0,4,1.485939478697e-03,-1.037990339479e-02
brae,51,0,5,7.328381615413e-03,1.139435468804e-02
brae,51,0,6,4.555226460109e-03,2.447716031943e-03
brae,51,0,7,8.552318092439e-03,-1.553320122467e-03
brae,51,0,8,-2.414740408878e-03,-6.978641083490e-03
brae,51,0,9,7.432606205278e-03,7.438680785825e-03
brae,51,0,10,3.680370954220e-03,-4.987832796575e-04
brae,51,0,11,8.530504263138e-03,1.359571504963e-03
brae,51,0,12,-1.756008245723e-03,-4.045400216693e-03
brae,51,0,13,3.102648283074e-04,3.232901242570e-03
brae,51,0,14,-9.780751867333e-04,-4.731818466134e-03
brae,51,0,15,8.113022098968e-03,5.243178791868e-03
brae,51,0,16,2.281693733727e-03,-6.637022711738e-04
brae,51,0,17,-1.537999084024e-04,-3.166924050797e-04
brae,51,0,18,-9.027054835784e-04,-5.556265098368e-03
brae,51,0,19,6.242841688400e-03,5.127959343398e-03
brae,52,0,0,3.544446765826e-04,-1.350393394384e-03
brae,52,0,1,6.783414591512e-03,3.005750885021e-03
brae,52,0,2,3.174230273052e-03,1.892056820003e-03
brae,52,0,3,4.264272025066e-03,-1.022649015936e-05
brae,52,0,4,-1.748450644690e-04,-1.956187655351e-03
brae,52,0,5,9.607252553022e-03,3.948252247422e-03
brae,52,0,6,5.044769666498e-03,3.174836689458e-03
brae,52,0,7,8.303786872844e-03,-1.199950688623e-04
brae,52,0,8,-3.531322982237e-03,-2.216040637370e-03
brae,52,0,9,8.920342362443e-03,3.196848113998e-03
brae,52,0,10,3.580614298289e-03,1.148690455189e-03
brae,52,0,11,8.748035703932e-03,7.625350321652e-04
brae,52,0,12,-2.403272280393e-03,-1.367576004339e-03
brae,52,0,13,9.568450768214e-04,4.900178929686e-04
brae,52,0,14,-1.924438879960e-03,-4.496339096844e-04
brae,52,0,15,8.951930705667e-03,1.003531418394e-03
brae,52,0,16,2.193200097571e-03,-8.306752737183e-04
brae,52,0,17,-2.044706932152e-04,-3.942542843973e-04
brae,52,0,18,-1.791707899317e-03,-1.424559585260e-03
brae,52,0,19,6.926569600853e-03,9.754980596395e-04
brae,53,0,0,8.740251137422e-01,-4.754659762344e-05
brae,53,0,1,6.235136093732e-01,1.110899292199e-03
brae,53,0,2,3.748969010374e-01,7.753064007140e-04
brae,53,0,3,1.255274070265e-01,3.665849699450e-05
brae,53,0,4,8.725392989981e-01,1.986164311178e-04
brae,53,0,5,6.227297126321e-01,2.982579297126e-04
brae,53,0,6,3.764249931132e-01,1.018964022517e-03
brae,53,0,7,1.272493855657e-01,-5.871725772995e-04
brae,53,0,8,8.661402850473e-01,9.218153280227e-04
brae,53,0,9,6.187392069737e-01,-6.822375332576e-04
brae,53,0,10,3.818429372402e-01,-8.456962972061e-04
brae,53,0,11,1.337073551114e-01,3.509509939322e-04
brae,53,0,12,8.403447345928e-01,8.245013879104e-04
brae,53,0,13,6.035616554419e-01,-1.171488498456e-03
brae,53,0,14,3.976544974651e-01,-9.017047038109e-04
brae,53,0,15,1.597954037453e-01,-1.731023211399e-04
brae,53,0,16,7.328462338625e-01,-3.959743442773e-04
brae,53,0,17,5.563366942377e-01,-7.592931552348e-04
brae,53,0,18,4.445162887291e-01,-1.148188113730e-03
brae,53,0,19,2.674420638288e-01,-3.406904985922e-04
brae,54,0,0,8.740251137422e-01,-4.754659762344e-05
brae,54,0,1,6.235136093732e-01,1.110899292199e-03
brae,54,0,2,3.748969010374e-01,7.753064007140e-04
brae,54,0,3,1.255274070265e-01,3.665849699450e-05
brae,54,0,4,8.725392989981e-01,1.986164311178e-04
brae,54,0,5,6.227297126321e-01,2.982579297126e-04
brae,54,0,6,3.764249931132e-01,1.018964022517e-03
brae,54,0,7,1.272493855657e-01,-5.871725772995e-04
brae,54,0,8,8.661402850473e-01,9.218153280227e-04
brae,54,0,9,6.187392069737e-01,-6.822375332576e-04
brae,54,0,10,3.818429372402e-01,-8.456962972061e-04
brae,54,0,11,1.337073551114e-01,3.509509939322e-04
brae,54,0,12,8.403447345928e-01,8.245013879104e-04
brae,54,0,13,6.035616554419e-01,-1.171488498456e-03
brae,54,0,14,3.976544974651e-01,-9.017047038109e-04
brae,54,0,15,1.597954037453e-01,-1.731023211399e-04
brae,54,0,16,7.328462338625e-01,-3.959743442773e-04
brae,54,0,17,5.563366942377e-01,-7.592931552348e-04
brae,54,0,18,4.445162887291e-01,-1.148188113730e-03
brae,54,0,19,2.674420638288e-01,-3.406904985922e-04
brae,55,0,0,-9.509319524689e-06,3.185091207071e-04
brae,55,0,1,2.962398112530e-04,4.790704983813e-04
brae,55,0,2,2.067483735237e-04,6.624255952980e-04
brae,55,0,3,7.331699398899e-06,1.201324605547e-04
brae,55,0,4,3.177862897884e-05,2.373560051250e-04
brae,55,0,5,5.965158594252e-05,4.550153240261e-04
brae,55,0,6,2.037928045033e-04,2.071058921604e-04
brae,55,0,7,-9.394761236792e-05,1.498421474715e-04
brae,55,0,8,1.474904524836e-04,2.116144099975e-04
brae,55,0,9,-1.364475066515e-04,-3.327424273577e-04
brae,55,0,10,-1.691392594412e-04,-2.259827433224e-04
brae,55,0,11,5.615215902915e-05,-2.205930444051e-04
brae,55,0,12,1.319202220657e-04,2.529645113760e-05
brae,55,0,13,-2.342976996911e-04,-5.406528298767e-04
brae,55,0,14,-1.803409407622e-04,-7.951843694737e-04
brae,55,0,15,-2.769637138239e-05,-2.042346457733e-04
brae,55,0,16,-5.279657923697e-05,-6.876155162737e-05
brae,55,0,17,-1.214869048376e-04,-6.226630081719e-04
brae,55,0,18,-1.837100981968e-04,-5.768908681581e-04
brae,55,0,19,-4.542539981230e-05,-2.795445692976e-04
brae,56,0,0,-9.509319524689e-06,3.185091207071e-04
brae,56,0,1,2.962398112530e-04,4.790704983813e-04
brae,56,0,2,2.067483735237e-04,6.624255952980e-04
brae,56,0,3,7.331699398899e-06,1.201324605547e-04
brae,56,0,4,3.177862897884e-05,2.373560051250e-04
brae,56,0,5,5.965158594252e-05,4.550153240261e-04
brae,56,0,6,2.037928045033e-04,2.071058921604e-04
brae,56,0,7,-9.394761236792e-05,1.498421474715e-04
brae,56,0,8,1.474904524836e-04,2.116144099975e-04
brae,56,0,9,-1.364475066515e-04,-3.327424273577e-04
brae,56,0,10,-1.691392594412e-04,-2.259827433224e-04
brae,56,0,11,5.615215902915e-05,-2.205930444051e-04
brae,56,0,12,1.319202220657e-04,2.529645113760e-05
brae,56,0,13,-2.342976996911e-04,-5.406528298767e-04
brae,56,0,14,-1.803409407622e-04,-7.951843694737e-04
brae,56,0,15,-2.769637138239e-05,-2.042346457733e-04
brae,56,0,16,-5.279657923697e-05,-6.876155162737e-05
brae,56,0,17,-1.214869048376e-04,-6.226630081719e-04
brae,56,0,18,-1.837100981968e-04,-5.768908681581e-04
brae,56,0,19,-4.542539981230e-05,-2.795445692976e-04
brae,57,1,0,0.000000000000e+00,7.975796190884e-04
brae,57,1,1,0.000000000000e+00,7.825580558527e-04
brae,57,1,2,0.000000000000e+00,6.923713291511e-04
brae,57,1,3,0.000000000000e+00,3.569480396319e-04
brae,57,1,4,0.000000000000e+00,-1.211280173602e-04
brae,57,1,5,0.000000000000e+00,-4.465757877275e-04
brae,57,1,6,0.000000000000e+00,-5.153563787391e-04
brae,57,1,7,0.000000000000e+00,-9.994190152470e-04
brae,57,1,8,0.000000000000e+00,-6.914245597992e-04
brae,57,1,9,0.000000000000e+00,-8.564354374557e-04
brae,58,1,0,1.276127390541e-04,4.429815165601e-04
brae,58,1,1,1.252092889364e-04,3.657124735691e-04
brae,58,1,2,7.912815190299e-05,4.068074016427e-04
brae,58,1,3,4.079406167222e-05,2.988618719359e-04
brae,58,1,4,-1.384320198402e-05,-3.480227626101e-05
brae,58,1,5,-5.103723288314e-05,-2.500088682416e-04
brae,58,1,6,-5.889787185590e-05,-3.678969174862e-04
brae,58,1,7,-1.142193160282e-04,-5.131113295526e-04
brae,58,1,8,-6.145996087104e-05,-3.322082501122e-04
brae,58,1,9,-7.612759444051e-05,-4.611856804186e-04
brae,59,1,0,1.276127390541e-04,4.429815165601e-04
brae,59,1,1,1.252092889364e-04,3.657124735691e-04
brae,59,1,2,7.912815190299e-05,4.068074016427e-04
brae,59,1,3,4.079406167222e-05,2.988618719359e-04
brae,59,1,4,-1.384320198402e-05,-3.480227626101e-05
brae,59,1,5,-5.103723288314e-05,-2.500088682416e-04
brae,59,1,6,-5.889787185590e-05,-3.678969174862e-04
brae,59,1,7,-1.142193160282e-04,-5.131113295526e-04
brae,59,1,8,-6.145996087104e-05,-3.322082501122e-04
brae,59,1,9,-7.612759444051e-05,-4.611856804186e-04
brae,60,2,0,0.000000000000e+00,8.497889182028e-04
brae,60,2,1,0.000000000000e+00,6.645743455051e-04
brae,60,2,2,0.000000000000e+00,-4.026991937472e-04
brae,60,2,3,0.000000000000e+00,-7.631201977942e-04
brae,60,2,4,0.000000000000e+00,-7.933939305308e-04
brae,61,2,0,8.497889182028e-05,2.384407817420e-04
brae,61,2,1,6.645743455051e-05,1.807734210945e-04
brae,61,2,2,-3.221593549978e-05,-1.120206798090e-04
brae,61,2,3,-6.104961582353e-05,-1.634804345105e-04
brae,61,2,4,-3.966969652654e-05,-3.452098887528e-04
brae,62,2,0,8.497889182028e-05,2.384407817420e-04
brae,62,2,1,6.645743455051e-05,1.807734210945e-04
brae,62,2,2,-3.221593549978e-05,-1.120206798090e-04
brae,62,2,3,-6.104961582353e-05,-1.634804345105e-04
brae,62,2,4,-3.966969652654e-05,-3.452098887528e-04
brae,63,3,0,0.000000000000e+00,4.192142028365e-04
brae,63,3,1,0.000000000000e+00,-6.207110030723e-04
brae,64,3,0,2.786138549922e-05,0.000000000000e+00
brae,64,3,1,-2.121939421147e-05,0.000000000000e+00
brae,65,2,0,1.128402773195e-04,2.883368032376e-05
brae,65,2,1,9.431882004972e-05,-2.883368032376e-05
brae,65,2,2,-5.343532971125e-05,7.101845645825e-05
brae,65,2,3,-8.226901003501e-05,1.955870175683e-05
brae,65,2,4,-6.088909073801e-05,-9.057715821508e-05
brae,66,2,0,1.157236453519e-04,1.136295303332e-05
brae,66,2,1,9.143545201735e-05,3.129392281093e-06
brae,66,2,2,-4.775385319459e-05,1.404210381599e-05
brae,66,2,3,-8.070431389446e-05,4.502414984270e-07
brae,66,2,4,-6.541794864877e-05,-3.623086328603e-06
brae,67,1,0,2.433363844060e-04,1.872460325218e-04
brae,67,1,1,2.166447409538e-04,2.071297628689e-04
brae,67,1,2,1.948517972549e-04,-1.758830794885e-04
